
Importing updates of last 12 months into SourceData : XBRU.db.
Checking updates from 20160712 and adding to XBRU.db...

('Marshall Wace LLP', 'Nyrstar', 'BE0003876936', 1.21, '20170407', 'XBRU', '20170712_21h22')
('BlackRock Institutional Trust Company, National Association', 'Ontex', 'BE0974276082', 0.52, '20170407', 'XBRU', '20170712_21h22')
('BlackRock Institutional Trust Company, National Association', 'Nyrstar', 'BE0003876936', 0.52, '20170407', 'XBRU', '20170712_21h22')
('Och-Ziff Management Europe Ltd.', 'Nyrstar', 'BE0003876936', 1.24, '20170407', 'XBRU', '20170712_21h22')
('Linden Advisors LP', 'Ablynx', 'BE0003877942', 1.71, '20170407', 'XBRU', '20170712_21h22')
('GSA Capital Partners LLP', 'Ablynx', 'BE0003877942', 0.8, '20170407', 'XBRU', '20170712_21h22')
('Polygon Global  Partners LLP', 'Nyrstar', 'BE0003876936', 0.57, '20170407', 'XBRU', '20170712_21h22')
('Citadel Advisors LLC', 'Proximus', 'BE0003810273', 1.23, '20170407', 'XBRU', '20170712_21h22')
('Marshall Wace LLP', 'Euronav NV', 'BE0003816338', 0.6, '20170407', 'XBRU', '20170712_21h22')
('Menta Capital LLC', 'Nyrstar', 'BE0003876936', 0.71, '20170407', 'XBRU', '20170712_21h22')
('GSA Capital Partners LLP', 'Celyad', 'BE0974260896', 0.59, '20170407', 'XBRU', '20170712_21h22')
('Adage Capital Management L.P.', 'Solvay SA', 'BE0003470755', 0.71, '20170407', 'XBRU', '20170712_21h22')
('gle.be', 'Ablynx', 'BE0003877942', 1.29, '20170407', 'XBRU', '20170712_21h22')
('Hengistbury Investment Partners LLP', 'Colruyt', 'BE0974256852', 0.52, '20170407', 'XBRU', '20170712_21h22')
('Monarch Alternative Capital LP', 'Euronav NV', 'BE0003816338', 1.01, '20170407', 'XBRU', '20170712_21h22')
('JPMorgan Asset Management (UK) Ltd', 'Nyrstar', 'BE0003876936', 0.7, '20170407', 'XBRU', '20170712_21h22')
('Adelphi Capital LLP', 'Ontex', 'BE0974276082', 1.11, '20170407', 'XBRU', '20170712_21h22')
('AQR Capital Management, LLC', 'Telenet', 'BE0003826436', 0.8, '20170407', 'XBRU', '20170712_21h22')
('GLG PARTNERS LP', 'BPOST', 'BE0974268972', 0.7, '20170408', 'XBRU', '20170712_21h22')
('BNP Paribas SA', 'Econocom', 'BE0974266950', 0.67, '20170408', 'XBRU', '20170712_21h22')
('Oddo Contrepartie', 'Econocom', 'BE0974266950', 0.79, '20170408', 'XBRU', '20170712_21h22')
('Systematica Investments Limited', 'Fagron', 'BE0003874915', 0.51, '20170408', 'XBRU', '20170712_21h22')
('Marshall Wace LLP', 'Nyrstar', 'BE0003876936', 1.21, '20170408', 'XBRU', '20170712_21h22')
('BlackRock Institutional Trust Company, National Association', 'Ontex', 'BE0974276082', 0.52, '20170408', 'XBRU', '20170712_21h22')
('BlackRock Institutional Trust Company, National Association', 'Nyrstar', 'BE0003876936', 0.52, '20170408', 'XBRU', '20170712_21h22')
('Och-Ziff Management Europe Ltd.', 'Nyrstar', 'BE0003876936', 1.24, '20170408', 'XBRU', '20170712_21h22')
('Linden Advisors LP', 'Ablynx', 'BE0003877942', 1.71, '20170408', 'XBRU', '20170712_21h22')
('GSA Capital Partners LLP', 'Ablynx', 'BE0003877942', 0.8, '20170408', 'XBRU', '20170712_21h22')
('Polygon Global  Partners LLP', 'Nyrstar', 'BE0003876936', 0.57, '20170408', 'XBRU', '20170712_21h22')
('Citadel Advisors LLC', 'Proximus', 'BE0003810273', 1.23, '20170408', 'XBRU', '20170712_21h22')
('Marshall Wace LLP', 'Euronav NV', 'BE0003816338', 0.6, '20170408', 'XBRU', '20170712_21h22')
('Menta Capital LLC', 'Nyrstar', 'BE0003876936', 0.71, '20170408', 'XBRU', '20170712_21h22')
('GSA Capital Partners LLP', 'Celyad', 'BE0974260896', 0.59, '20170408', 'XBRU', '20170712_21h22')
('Adage Capital Management L.P.', 'Solvay SA', 'BE0003470755', 0.71, '20170408', 'XBRU', '20170712_21h22')
('gle.be', 'Ablynx', 'BE0003877942', 1.29, '20170408', 'XBRU', '20170712_21h22')
('Hengistbury Investment Partners LLP', 'Colruyt', 'BE0974256852', 0.52, '20170408', 'XBRU', '20170712_21h22')
('Monarch Alternative Capital LP', 'Euronav NV', 'BE0003816338', 1.01, '20170408', 'XBRU', '20170712_21h22')
('JPMorgan Asset Management (UK) Ltd', 'Nyrstar', 'BE0003876936', 0.7, '20170408', 'XBRU', '20170712_21h22')
('Adelphi Capital LLP', 'Ontex', 'BE0974276082', 1.11, '20170408', 'XBRU', '20170712_21h22')
('AQR Capital Management, LLC', 'Telenet', 'BE0003826436', 0.8, '20170408', 'XBRU', '20170712_21h22')
('GLG PARTNERS LP', 'BPOST', 'BE0974268972', 0.7, '20170409', 'XBRU', '20170712_21h22')
('BNP Paribas SA', 'Econocom', 'BE0974266950', 0.67, '20170409', 'XBRU', '20170712_21h22')
('Oddo Contrepartie', 'Econocom', 'BE0974266950', 0.79, '20170409', 'XBRU', '20170712_21h22')
('Systematica Investments Limited', 'Fagron', 'BE0003874915', 0.51, '20170409', 'XBRU', '20170712_21h22')
('Marshall Wace LLP', 'Nyrstar', 'BE0003876936', 1.21, '20170409', 'XBRU', '20170712_21h22')
('BlackRock Institutional Trust Company, National Association', 'Ontex', 'BE0974276082', 0.52, '20170409', 'XBRU', '20170712_21h22')
('BlackRock Institutional Trust Company, National Association', 'Nyrstar', 'BE0003876936', 0.52, '20170409', 'XBRU', '20170712_21h22')
('Och-Ziff Management Europe Ltd.', 'Nyrstar', 'BE0003876936', 1.24, '20170409', 'XBRU', '20170712_21h22')
('Linden Advisors LP', 'Ablynx', 'BE0003877942', 1.71, '20170409', 'XBRU', '20170712_21h22')
('GSA Capital Partners LLP', 'Ablynx', 'BE0003877942', 0.8, '20170409', 'XBRU', '20170712_21h22')
('Polygon Global  Partners LLP', 'Nyrstar', 'BE0003876936', 0.57, '20170409', 'XBRU', '20170712_21h22')
('Citadel Advisors LLC', 'Proximus', 'BE0003810273', 1.23, '20170409', 'XBRU', '20170712_21h22')
('Marshall Wace LLP', 'Euronav NV', 'BE0003816338', 0.6, '20170409', 'XBRU', '20170712_21h22')
('Menta Capital LLC', 'Nyrstar', 'BE0003876936', 0.71, '20170409', 'XBRU', '20170712_21h22')
('GSA Capital Partners LLP', 'Celyad', 'BE0974260896', 0.59, '20170409', 'XBRU', '20170712_21h22')
('Adage Capital Management L.P.', 'Solvay SA', 'BE0003470755', 0.71, '20170409', 'XBRU', '20170712_21h22')
('gle.be', 'Ablynx', 'BE0003877942', 1.29, '20170409', 'XBRU', '20170712_21h22')
('Hengistbury Investment Partners LLP', 'Colruyt', 'BE0974256852', 0.52, '20170409', 'XBRU', '20170712_21h22')
('Monarch Alternative Capital LP', 'Euronav NV', 'BE0003816338', 1.01, '20170409', 'XBRU', '20170712_21h22')
('JPMorgan Asset Management (UK) Ltd', 'Nyrstar', 'BE0003876936', 0.7, '20170409', 'XBRU', '20170712_21h22')
('Adelphi Capital LLP', 'Ontex', 'BE0974276082', 1.11, '20170409', 'XBRU', '20170712_21h22')
('AQR Capital Management, LLC', 'Telenet', 'BE0003826436', 0.8, '20170409', 'XBRU', '20170712_21h22')
('Oddo Contrepartie', 'Econocom', 'BE0974266950', 0.79, '20170410', 'XBRU', '20170712_21h22')
('Systematica Investments Limited', 'Fagron', 'BE0003874915', 0.51, '20170410', 'XBRU', '20170712_21h22')
('Marshall Wace LLP', 'Nyrstar', 'BE0003876936', 1.21, '20170410', 'XBRU', '20170712_21h22')
('BlackRock Institutional Trust Company, National Association', 'Ontex', 'BE0974276082', 0.52, '20170410', 'XBRU', '20170712_21h22')
('BlackRock Institutional Trust Company, National Association', 'Nyrstar', 'BE0003876936', 0.52, '20170410', 'XBRU', '20170712_21h22')
('Och-Ziff Management Europe Ltd.', 'Nyrstar', 'BE0003876936', 1.24, '20170410', 'XBRU', '20170712_21h22')
('Linden Advisors LP', 'Ablynx', 'BE0003877942', 1.71, '20170410', 'XBRU', '20170712_21h22')
('GSA Capital Partners LLP', 'Ablynx', 'BE0003877942', 0.8, '20170410', 'XBRU', '20170712_21h22')
('Polygon Global  Partners LLP', 'Nyrstar', 'BE0003876936', 0.57, '20170410', 'XBRU', '20170712_21h22')
('Citadel Advisors LLC', 'Proximus', 'BE0003810273', 1.23, '20170410', 'XBRU', '20170712_21h22')
('Marshall Wace LLP', 'Euronav NV', 'BE0003816338', 0.6, '20170410', 'XBRU', '20170712_21h22')
('Menta Capital LLC', 'Nyrstar', 'BE0003876936', 0.71, '20170410', 'XBRU', '20170712_21h22')
('GSA Capital Partners LLP', 'Celyad', 'BE0974260896', 0.59, '20170410', 'XBRU', '20170712_21h22')
('Adage Capital Management L.P.', 'Solvay SA', 'BE0003470755', 0.71, '20170410', 'XBRU', '20170712_21h22')
('gle.be', 'Ablynx', 'BE0003877942', 1.29, '20170410', 'XBRU', '20170712_21h22')
('Hengistbury Investment Partners LLP', 'Colruyt', 'BE0974256852', 0.52, '20170410', 'XBRU', '20170712_21h22')
('Monarch Alternative Capital LP', 'Euronav NV', 'BE0003816338', 1.01, '20170410', 'XBRU', '20170712_21h22')
('JPMorgan Asset Management (UK) Ltd', 'Nyrstar', 'BE0003876936', 0.7, '20170410', 'XBRU', '20170712_21h22')
('Adelphi Capital LLP', 'Ontex', 'BE0974276082', 1.11, '20170410', 'XBRU', '20170712_21h22')
('AQR Capital Management, LLC', 'Telenet', 'BE0003826436', 0.8, '20170410', 'XBRU', '20170712_21h22')
('Oddo Contrepartie', 'Econocom', 'BE0974266950', 0.79, '20170411', 'XBRU', '20170712_21h22')
('Systematica Investments Limited', 'Fagron', 'BE0003874915', 0.51, '20170411', 'XBRU', '20170712_21h22')
('Marshall Wace LLP', 'Nyrstar', 'BE0003876936', 1.21, '20170411', 'XBRU', '20170712_21h22')
('BlackRock Institutional Trust Company, National Association', 'Ontex', 'BE0974276082', 0.52, '20170411', 'XBRU', '20170712_21h22')
('BlackRock Institutional Trust Company, National Association', 'Nyrstar', 'BE0003876936', 0.52, '20170411', 'XBRU', '20170712_21h22')
('Och-Ziff Management Europe Ltd.', 'Nyrstar', 'BE0003876936', 1.24, '20170411', 'XBRU', '20170712_21h22')
('Linden Advisors LP', 'Ablynx', 'BE0003877942', 1.71, '20170411', 'XBRU', '20170712_21h22')
('GSA Capital Partners LLP', 'Ablynx', 'BE0003877942', 0.8, '20170411', 'XBRU', '20170712_21h22')
('GLG PARTNERS LP', 'BPOST', 'BE0974268972', 0.67, '20170411', 'XBRU', '20170712_21h22')
('Polygon Global  Partners LLP', 'Nyrstar', 'BE0003876936', 0.57, '20170411', 'XBRU', '20170712_21h22')
('Citadel Advisors LLC', 'Proximus', 'BE0003810273', 1.23, '20170411', 'XBRU', '20170712_21h22')
('Marshall Wace LLP', 'Euronav NV', 'BE0003816338', 0.6, '20170411', 'XBRU', '20170712_21h22')
('Menta Capital LLC', 'Nyrstar', 'BE0003876936', 0.71, '20170411', 'XBRU', '20170712_21h22')
('GSA Capital Partners LLP', 'Celyad', 'BE0974260896', 0.59, '20170411', 'XBRU', '20170712_21h22')
('Adage Capital Management L.P.', 'Solvay SA', 'BE0003470755', 0.71, '20170411', 'XBRU', '20170712_21h22')
('gle.be', 'Ablynx', 'BE0003877942', 1.29, '20170411', 'XBRU', '20170712_21h22')
('Hengistbury Investment Partners LLP', 'Colruyt', 'BE0974256852', 0.52, '20170411', 'XBRU', '20170712_21h22')
('Monarch Alternative Capital LP', 'Euronav NV', 'BE0003816338', 1.01, '20170411', 'XBRU', '20170712_21h22')
('JPMorgan Asset Management (UK) Ltd', 'Nyrstar', 'BE0003876936', 0.7, '20170411', 'XBRU', '20170712_21h22')
('Adelphi Capital LLP', 'Ontex', 'BE0974276082', 1.11, '20170411', 'XBRU', '20170712_21h22')
('AQR Capital Management, LLC', 'Telenet', 'BE0003826436', 0.8, '20170411', 'XBRU', '20170712_21h22')
('BlackRock Institutional Trust Company, National Association', 'Nyrstar', 'BE0003876936', 0.52, '20170412', 'XBRU', '20170712_21h22')
('Och-Ziff Management Europe Ltd.', 'Nyrstar', 'BE0003876936', 1.24, '20170412', 'XBRU', '20170712_21h22')
('Linden Advisors LP', 'Ablynx', 'BE0003877942', 1.71, '20170412', 'XBRU', '20170712_21h22')
('GSA Capital Partners LLP', 'Ablynx', 'BE0003877942', 0.8, '20170412', 'XBRU', '20170712_21h22')
('GLG PARTNERS LP', 'BPOST', 'BE0974268972', 0.67, '20170412', 'XBRU', '20170712_21h22')
('Polygon Global  Partners LLP', 'Nyrstar', 'BE0003876936', 0.57, '20170412', 'XBRU', '20170712_21h22')
('Citadel Advisors LLC', 'Proximus', 'BE0003810273', 1.23, '20170412', 'XBRU', '20170712_21h22')
('Marshall Wace LLP', 'Euronav NV', 'BE0003816338', 0.6, '20170412', 'XBRU', '20170712_21h22')
('Menta Capital LLC', 'Nyrstar', 'BE0003876936', 0.71, '20170412', 'XBRU', '20170712_21h22')
('GSA Capital Partners LLP', 'Celyad', 'BE0974260896', 0.59, '20170412', 'XBRU', '20170712_21h22')
('Adage Capital Management L.P.', 'Solvay SA', 'BE0003470755', 0.71, '20170412', 'XBRU', '20170712_21h22')
